"","Individual","Eigenvector","timePeriod","Group","Sex","ADULT","Full Name"
"1","DAN",1,2,"D","F","N","Danerys"
"2","DAR",0.771860269033712,2,"D","F","Y","Darlene"
"3","DAS",0.167875662763644,2,"D","M","Y","Dash"
"4","DIG",0.999999999999999,2,"D","M","Y","Digit"
"5","DIT",1,2,"D","M","N","Ditto"
"6","DIY",1,2,"D","F","Y","Diya"
"7","DLF",0.936585813565226,2,"D","F","N","Delfin"
"8","DLL",0.936585813565226,2,"D","F","Y","Delilah"
"9","DUK",0.771860269033712,2,"D","M","Y","Duke"
