"","dt-time","Activity","Immediate.Spread","Focal","Subgroup"
"1095",2015-07-04 14:30:00,"FORAGING/RESTING/","<75/","DAS","DAH/DAN/DUK/DAO/DOC/DAR/DAX/DSY/DLL/DLF/DIY/DIT/OLV/OLI/"
"1096",2015-07-04 14:45:00,"FORAGING/RESTING/","<75/","DAS","DAH/DAN/DUK/DAO/DOC/DAR/DAX/DSY/DLL/DLF/DIY/DIT/OLV/OLI/"
"1097",2015-07-04 15:00:00,"MOVING/","<75/","DAS","DAH/DAN/DUK/DAO/DOC/DAR/DAX/DSY/DLL/DLF/DIY/DIT/OLV/OLI/"
"1098",2015-07-04 15:15:00,"MOVING/","<75/","DAS","DAH/DAN/DUK/DAO/DOC/DAR/DAX/DSY/DLL/DLF/DIY/DIT/OLV/OLI/"
"1099",2015-07-04 15:30:00,"MOVING/","<75/","DAS","DAH/DAN/DUK/DAO/DOC/DAR/DAX/DSY/DLL/DLF/DIY/DIT/OLV/OLI/"
"1100",2015-07-04 15:45:00,"MOVING/","<100/","DAS","DAH/DAN/DUK/DAO/DOC/DAR/DAX/DSY/DLL/DLF/DIY/DIT/OLV/OLI/"
"1101",2015-07-04 16:15:00,"MOVING/","<75/","DAS","DAH/DAN/DUK/DAO/DOC/DAR/DAX/DSY/DLL/DLF/DIY/DIT/OLV/OLI/"
"1102",2015-07-04 16:30:00,"MOVING/","<100/","DAS","DAH/DAN/DUK/DAO/DOC/DAR/DAX/DSY/DLL/DLF/DIY/DIT/OLV/OLI/"
"1103",2015-07-04 16:45:00,"RESTING/","<100/","DAS","DAH/DAN/DUK/DAO/DOC/DAR/DAX/DSY/DLL/DLF/DIY/DIT/OLV/OLI/"
"1104",2015-07-04 17:00:00,"FORAGING/RESTING/","<75/","DAS","DAH/DAN/DUK/DAO/DOC/DAR/DAX/DSY/DLL/DLF/DIY/DIT/OLV/OLI/"
"1105",2015-07-04 17:15:00,"RESTING/","<75/","DAS","DAH/DAN/DUK/DAO/DOC/DAR/DAX/DSY/DLL/DLF/DIY/DIT/OLV/OLI/"
"1106",2015-07-04 17:30:00,"RESTING/","<75/","DAS","DAH/DAN/DUK/DAO/DOC/DAR/DAX/DSY/DLL/DLF/DIY/DIT/OLV/OLI/"
"1107",2015-07-04 17:45:00,"RESTING/","<75/","DAS","DAH/DAN/DUK/DAO/DOC/DAR/DAX/DSY/DLL/DLF/DIY/DIT/OLV/OLI/"
"1108",2015-07-04 18:00:00,"RESTING/","<75/","DAS","DAH/DAN/DUK/DAO/DOC/DAR/DAX/DSY/DLL/DLF/DIY/DIT/OLV/OLI/"
"1109",2015-07-05 06:00:00,"RESTING/","<100/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/"
"1110",2015-07-05 06:15:00,"RESTING/","<100/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/"
"1111",2015-07-05 06:30:00,"RESTING/","<75/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/"
"1112",2015-07-05 06:45:00,"RESTING/MOVING/","<75/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/"
"1113",2015-07-05 07:00:00,"MOVING/RESTING/","<75/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/"
"1114",2015-07-05 07:15:00,"FEEDING/","<75/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/"
"1115",2015-07-05 07:30:00,"RESTING/","<75/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/"
"1116",2015-07-05 07:45:00,"FEEDING/","<50/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/"
"1117",2015-07-05 08:00:00,"MOVING/","<50/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/"
"1118",2015-07-05 08:15:00,"MOVING/","<50/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/"
"1119",2015-07-05 08:30:00,"MOVING/","<75/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/OLV/OLI/"
"1120",2015-07-05 08:45:00,"RESTING/","<75/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/OLV/OLI/"
"1121",2015-07-05 09:00:00,"RESTING/","<100/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/OLV/OLI/"
"1122",2015-07-05 09:30:00,"RESTING/","<100/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/OLV/OLI/"
"1123",2015-07-05 09:45:00,"RESTING/","<150/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/OLV/OLI/"
"1124",2015-07-05 10:00:00,"MOVING/","<150/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/OLV/OLI/"
"1125",2015-07-05 10:15:00,"FEEDING/","<150/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/OLV/OLI/"
"1126",2015-07-05 10:30:00,"RESTING/","<150/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/OLV/OLI/"
"1127",2015-07-05 10:45:00,"RESTING/","<150/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/OLV/OLI/"
"1128",2015-07-05 11:00:00,"RESTING/","<150/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/OLV/OLI/"
"1129",2015-07-05 11:15:00,"RESTING/","<150/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/OLV/OLI/"
"1130",2015-07-05 11:30:00,"RESTING/","<150/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/OLV/OLI/"
"1131",2015-07-05 11:45:00,"RESTING/","<150/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/OLV/OLI/"
"1132",2015-07-05 12:00:00,"RESTING/","<150/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/OLV/OLI/"
"1133",2015-07-05 12:15:00,"RESTING/","<150/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/OLV/OLI/"
"1134",2015-07-05 12:30:00,"MOVING/","<150/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/OLV/OLI/"
"1135",2015-07-05 12:45:00,"FORAGING/","<100/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/OLV/OLI/"
"1136",2015-07-05 13:00:00,"RESTING/","<100/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/OLV/OLI/"
"1137",2015-07-05 13:15:00,"RESTING/FEEDING/","<150/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/OLV/OLI/"
"1138",2015-07-05 13:30:00,"RESTING/","<150/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/OLV/OLI/"
"1139",2015-07-05 13:45:00,"RESTING/","<150/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/OLV/OLI/"
"1140",2015-07-05 14:00:00,"MOVING/RESTING/","<100/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/OLV/OLI/"
"1141",2015-07-05 14:15:00,"MOVING/","<100/","DAH","DAN/DAS/DIY/DIT/DUK/DAO/DOC/DAR/DAX/DLL/DLF/DSY/OLV/OLI/"
"1142",2015-07-05 15:30:00,"MOVING/","<125/","DAH","DAN/DAO/DLL/DLF/DAR/DAX/DOC/"
"1143",2015-07-05 15:45:00,"FORAGING/","<150/","DAH","DAN/DAO/DLL/DLF/DAR/DAX/DOC/"
"1144",2015-07-05 16:00:00,"FORAGING/","<100/","DAH","DAN/DAO/DLL/DLF/DAR/DAX/DOC/"
"1145",2015-07-05 16:15:00,"FORAGING/MOVING/","<100/","DAH","DAN/DAO/DLL/DLF/DAR/DAX/DOC/"
"1146",2015-07-05 16:30:00,"MOVING/","<75/","DAH","DAN/DAO/DLL/DLF/DAR/DAX/DOC/"
"1147",2015-07-05 16:45:00,"MOVING/","<75/","DAH","DAN/DAO/DLL/DLF/DAR/DAX/DOC/"
"1148",2015-07-05 17:00:00,"MOVING/","<75/","DAH","DAN/DAO/DLL/DLF/DAR/DAX/DOC/"
"1149",2015-07-05 17:15:00,"RESTING/","<75/","DAH","DAN/DAO/DLL/DLF/DAR/DAX/DOC/"
"1150",2015-07-05 17:30:00,"RESTING/","<75/","DAH","DAN/DAO/DLL/DLF/DAR/DAX/DOC/"
"1151",2015-07-05 17:45:00,"RESTING/","<75/","DAH","DAN/DAO/DLL/DLF/DAR/DAX/DOC/"
"1152",2015-07-05 18:00:00,"RESTING/","<75/","DAH","DAN/DAO/DLL/DLF/DAR/DAX/DOC/"
"1153",2015-07-22 10:30:00,"RESTING/","<100/","DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1154",2015-07-22 10:45:00,"RESTING/","<100/","DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1155",2015-07-22 11:00:00,"RESTING/","<100/","DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1156",2015-07-22 11:15:00,"RESTING/","<100/","DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1157",2015-07-22 11:30:00,"RESTING/","<100/","DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1158",2015-07-22 11:45:00,"RESTING/","<100/","DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1159",2015-07-22 12:00:00,"RESTING/","<75/","DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1160",2015-07-22 12:15:00,"RESTING/MOVING/","<100/","DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1161",2015-07-22 12:30:00,"RESTING/FORAGING/","<150/","DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1162",2015-07-22 12:45:00,"RESTING/","<150/","DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1163",2015-07-22 13:00:00,"RESTING/","<150/","DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1164",2015-07-22 13:15:00,"RESTING/","<100/","DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1165",2015-07-22 13:30:00,"MOVING/FORAGING/","<150/","DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1166",2015-07-22 13:45:00,"RESTING/FORAGING/","<100/","DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1167",2015-07-22 14:00:00,"FORAGING/","<75/","DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1168",2015-07-22 14:15:00,"MOVING/","<75/","DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1169",2015-07-22 14:30:00,"FORAGING/MOVING/","<100/","DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1170",2015-07-22 14:45:00,"MOVING/","<100/","DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1171",2015-07-22 15:00:00,"MOVING/","<150/","DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1172",2015-07-22 15:15:00,"MOVING/","<200/","DIY","DIT/UNK/"
"1173",2015-07-22 15:15:00,"MOVING/FORAGING/","<150/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1174",2015-07-22 15:30:00,"RESTING/","<75/","DIY","DIT/UNK/"
"1175",2015-07-22 15:30:00,"MOVING/RESTING/","<150/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1176",2015-07-22 15:45:00,"MOVING/","<25/","DIY","DIT/UNK/"
"1177",2015-07-22 15:45:00,"FORAGING/","<150/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1178",2015-07-22 16:00:00,"MOVING/FORAGING/","<150/","DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1179",2015-07-22 16:15:00,"FORAGING/","<75/","DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1180",2015-07-22 16:30:00,"FORAGING/","<100/","DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1181",2015-07-22 16:45:00,"FORAGING/","<100/","DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1182",2015-07-22 17:00:00,"RESTING/","<100/","DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1183",2015-07-22 17:15:00,"RESTING/","<100/","DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1184",2015-07-22 17:30:00,"RESTING/","<100/","DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1185",2015-07-22 17:45:00,"RESTING/","<100/","DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/"
"1186",2015-07-23 06:15:00,"RESTING/","<100/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/"
"1187",2015-07-23 06:30:00,"RESTING/","<75/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/"
"1188",2015-07-23 06:45:00,"RESTING/","<75/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/"
"1189",2015-07-23 07:00:00,"RESTING/","<75/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/"
"1190",2015-07-23 07:15:00,"RESTING/","<75/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/"
"1191",2015-07-23 07:30:00,"RESTING/","<75/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/"
"1192",2015-07-23 07:45:00,"RESTING/","<75/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/"
"1193",2015-07-23 08:00:00,"RESTING/","<75/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/"
"1194",2015-07-23 08:15:00,"RESTING/","<75/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/"
"1195",2015-07-23 08:30:00,"RESTING/","<75/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/"
"1196",2015-07-23 08:45:00,"RESTING/","<75/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/"
"1197",2015-07-23 09:00:00,"RESTING/","<75/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/"
"1198",2015-07-23 09:15:00,"RESTING/","<75/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/"
"1199",2015-07-23 09:30:00,"RESTING/","<75/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/"
"1200",2015-07-23 09:45:00,"RESTING/","<75/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/"
"1201",2015-07-23 10:00:00,"RESTING/","<75/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/"
"1202",2015-07-23 10:15:00,"RESTING/FORAGING/","<75/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/"
"1203",2015-07-23 10:30:00,"MOVING/","<75/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/"
"1204",2015-07-23 10:45:00,"MOVING/FORAGING/","<75/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/"
"1205",2015-07-23 11:00:00,"FORAGING/","<75/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/"
"1206",2015-07-23 11:15:00,"MOVING/","<75/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/"
"1207",2015-07-23 11:30:00,"MOVING/","<75/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/"
"1208",2015-07-23 11:45:00,"FORAGING/","<75/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/"
"1209",2015-07-23 12:00:00,"FORAGING/","<100/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/"
"1210",2015-07-23 12:15:00,"FORAGING/","<150/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/OLV/OLI/DIYA/DIT/DAO/DUK/"
"1211",2015-07-23 12:30:00,"FORAGING/MOVING/","<150/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/OLV/OLI/DIYA/DIT/DAO/DUK/"
"1212",2015-07-23 14:15:00,"MOVING/","<150/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/OLV/OLI/DIYA/DIT/DAO/DUK/"
"1213",2015-07-23 14:30:00,"FORAGING/","<150/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/OLV/OLI/DIYA/DIT/DAO/DUK/"
"1214",2015-07-23 14:45:00,"FORAGING/RESTING/","<150/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/OLV/OLI/DIYA/DIT/DAO/DUK/"
"1215",2015-07-23 15:00:00,"RESTING/FORAGING/","<150/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/OLV/OLI/DIYA/DIT/DAO/DUK/"
"1216",2015-07-23 15:15:00,"RESTING/FORAGING/","<200/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/OLV/OLI/DIYA/DIT/DAO/DUK/"
"1217",2015-07-23 15:30:00,"FORAGING/","<200/","DOC","DAS/DAH/DAN/DAR/DAX/DLL/DLF/DSY/OLV/OLI/DIYA/DIT/DAO/DUK/"
"1218",2015-07-23 15:45:00,"MOVING/","<50/","DUK","DAS/OLV/OLI/"
"1219",2015-07-23 16:00:00,"FORAGING/","<50/","DUK","DAS/OLV/OLI/"
"1220",2015-07-23 16:15:00,"FORAGING/","<50/","DUK","DAS/OLV/OLI/"
"1221",2015-07-23 16:30:00,"RESTING/","<50/","DUK","DAS/OLV/OLI/"
"1222",2015-07-23 16:45:00,"RESTING/","<50/","DUK","DAS/OLV/OLI/"
"1223",2015-07-23 17:00:00,"RESTING/FORAGING/","<25/","DUK","DAS/OLV/OLI/"
"1224",2015-07-23 17:15:00,"RESTING/","<25/","DUK","DAS/OLV/OLI/"
"1225",2015-07-23 17:30:00,"RESTING/FORAGING/","<25/","DUK","DAS/OLV/OLI/"
"1226",2015-07-23 17:45:00,"FORAGING/MOVING/","<50/","DUK","DAS/OLV/OLI/"
"1227",2015-07-23 18:00:00,"RESTING/FORAGING/","<50/","DUK","DAS/OLV/OLI/"
"1228",2015-07-24 06:30:00,"RESTING/","<50/","DUK","DAS/OLV/OLI/"
"1229",2015-07-24 06:45:00,"RESTING/","<50/","DUK","DAS/OLV/OLI/"
"1230",2015-07-24 07:00:00,"RESTING/","<25/","DUK","DAS/OLV/OLI/"
"1231",2015-07-24 07:15:00,"RESTING/","<25/","DUK","DAS/OLV/OLI/"
"1232",2015-07-24 07:30:00,"RESTING/","<25/","DUK","DAS/OLV/OLI/"
"1233",2015-07-24 07:45:00,"RESTING/","<25/","DUK","DAS/OLV/OLI/"
"1234",2015-07-24 08:00:00,"RESTING/","<50/","DUK","DAS/OLV/OLI/"
"1235",2015-07-24 08:15:00,"FORAGING/","<50/","DUK","DAS/OLV/OLI/"
"1236",2015-07-24 08:30:00,"FORAGING/","<25/","DAS","OLV/OLI/"
"1237",2015-07-24 08:45:00,"MOVING/","<75/","DAS","OLV/OLI/"
"1238",2015-07-24 09:00:00,"MOVING/","<150/","DAS","OLV/OLI/DUK/DIY/DIT/DAO/"
"1239",2015-07-24 09:15:00,"MOVING/","<100/","DAS","OLV/OLI/DUK/DIY/DIT/DAO/"
"1240",2015-07-24 09:30:00,"FORAGING/","<100/","DAS","OLV/OLI/DUK/DIY/DIT/DAO/"
"1241",2015-07-24 09:45:00,"RESTING/","<75/","DAS","OLV/OLI/DUK/DIY/DIT/DAO/"
"1242",2015-07-24 10:00:00,"RESTING/","<75/","DAS","OLV/OLI/DUK/DIY/DIT/DAO/"
"1243",2015-07-24 10:15:00,"RESTING/","<75/","DAS","OLV/OLI/DUK/DIY/DIT/DAO/"
"1244",2015-07-24 10:30:00,"FORAGING/","<75/","DAS","OLV/OLI/DUK/DIY/DIT/DAO/"
"1245",2015-07-24 10:45:00,"MOVING/","<75/","DAS","OLV/OLI/DUK/DIY/DIT/DAO/"
"1246",2015-07-24 11:00:00,"MOVING/FORAGING/","<100/","DAS","OLV/OLI/DUK/DIY/DIT/DAO/"
"1247",2015-07-24 11:15:00,"FORAGING/","<150/","DAS","OLV/OLI/DUK/DIY/DIT/DAO/"
"1248",2015-07-24 11:30:00,"FORAGING/","<150/","DAS","OLV/OLI/DUK/DIY/DIT/DAO/"
"1249",2015-07-24 11:45:00,"FORAGING/","<150/","DAS","OLV/OLI/DUK/DIY/DIT/DAO/DAR/DAX/DLL/DLF/DOC/DSY/DAH/DAN/"
"1250",2015-07-24 12:00:00,"FORAGING/RESTING/","<100/","DAS","OLV/OLI/DUK/DIY/DIT/DAO/DAR/DAX/DLL/DLF/DOC/DSY/DAH/DAN/"
"1251",2015-07-24 12:15:00,"RESTING/FORAGING/","<100/","DAS","OLV/OLI/DUK/DIY/DIT/DAO/DAR/DAX/DLL/DLF/DOC/DSY/DAH/DAN/"
"1252",2015-07-24 12:30:00,"FORAGING/","<100/","DAS","OLV/OLI/DUK/DIY/DIT/DAO/DAR/DAX/DLL/DLF/DOC/DSY/DAH/DAN/"
"1253",2015-07-24 12:45:00,"FORAGING/MOVING/","<100/","DAS","OLV/OLI/DUK/DIY/DIT/DAO/DAR/DAX/DLL/DLF/DOC/DSY/DAH/DAN/"
"1254",2015-07-24 13:00:00,"MOVING/","<100/","DAS","OLV/OLI/DUK/DIY/DIT/DAO/DAR/DAX/DLL/DLF/DOC/DSY/DAH/DAN/"
"1255",2015-07-24 13:15:00,"MOVING/","<150/","DAS","OLV/OLI/DUK/DIY/DIT/DAO/DAR/DAX/DLL/DLF/DOC/DSY/DAH/DAN/"
"1256",2015-07-24 13:30:00,"MOVING/","<150/","DAS","OLV/OLI/DUK/DIY/DIT/DAO/DAR/DAX/DLL/DLF/DOC/DSY/DAH/DAN/"
"1257",2015-07-24 13:45:00,"MOVING/FORAGING/","<150/","DAS","OLV/OLI/DUK/DIY/DIT/DAO/DAR/DAX/DLL/DLF/DOC/DSY/DAH/DAN/"
"1258",2015-07-24 14:00:00,"FORAGING/","<200/","DAS","OLV/OLI/DUK/DIY/DIT/DAO/DAR/DAX/DLL/DLF/DOC/DSY/DAH/DAN/"
"1259",2015-07-24 14:15:00,"FORAGING/MOVING/","<150/","DAS","OLV/OLI/DUK/DIY/DIT/DAO/DAR/DAX/DLL/DLF/DOC/DSY/DAH/DAN/"
"1260",2015-07-24 14:30:00,"FORAGING/MOVING/","<100/","DAS","OLV/OLI/DUK/DIY/DIT/DAO/DAR/DAX/DLL/DLF/DOC/DSY/DAH/DAN/"
"1261",2015-07-24 14:45:00,"MOVING/FORAGING/","<150/","DAS","OLV/OLI/DUK/DIY/DIT/DAO/DAR/DAX/DLL/DLF/DOC/DSY/DAH/DAN/"
"1262",2015-07-24 15:00:00,"MOVING/","<25/","DAS","OLV/OLI/DUK/DIY/DIT/DAO/DAR/DAX/DLL/DLF/DOC/DSY/DAH/DAN/"
"1263",2015-07-24 15:15:00,"RESTING/","<25/","DAO",""
"1264",2015-07-24 15:30:00,"RESTING/","<25/","DAO",""
"1265",2015-07-24 15:45:00,"MOVING/","<25/","DAO",""
"1266",2015-07-24 16:00:00,"RESTING/","<25/","DAO",""
"1267",2015-07-24 16:15:00,"RESTING/","<25/","DAO",""
"1268",2015-07-24 16:30:00,"MOVING/","<25/","DAO",""
"1269",2015-07-24 16:45:00,"MOVING/","<25/","DAO",""
"1270",2015-07-24 17:00:00,"FORAGING/","<25/","DAO",""
"1271",2015-07-24 17:15:00,"FORAGING/","<25/","DAO",""
"1272",2015-07-24 17:30:00,"RESTING/","<25/","DAO",""
"1273",2015-07-24 17:45:00,"RESTING/","<25/","DAO",""
"1274",2015-08-02 07:45:00,"RESTING/","<50/","DAS","DSY/DAR/DAX/DOC/DUK/DAO/DLL/DLF/OLV/OLI/DAH/DAN/DIC/"
"1275",2015-08-02 08:00:00,"RESTING/","<50/","DAS","DSY/DAR/DAX/DOC/DUK/DAO/DLL/DLF/OLV/OLI/DAH/DAN/DIC/"
"1276",2015-08-02 08:15:00,"FORAGING/RESTING/","<75/","DAS","DSY/DAR/DAX/DOC/DUK/DAO/DLL/DLF/OLV/OLI/DAH/DAN/DIC/"
"1277",2015-08-02 08:30:00,"RESTING/","<75/","DAS","DSY/DAR/DAX/DOC/DUK/DAO/DLL/DLF/OLV/OLI/DAH/DAN/DIC/"
"1278",2015-08-02 08:45:00,"RESTING/","<75/","DAS","DSY/DAR/DAX/DOC/DUK/DAO/DLL/DLF/OLV/OLI/DAH/DAN/DIC/"
"1279",2015-08-02 09:00:00,"RESTING/","<75/","DAS","DSY/DAR/DAX/DOC/DUK/DAO/DLL/DLF/OLV/OLI/DAH/DAN/DIC/"
"1280",2015-08-02 09:15:00,"RESTING/","<100/","DAS","DSY/DAR/DAX/DOC/DUK/DAO/DLL/DLF/OLV/OLI/DAH/DAN/DIC/"
"1281",2015-08-02 09:30:00,"MOVING/FORAGING/","<100/","DAS","DSY/DAR/DAX/DOC/DAO/DLL/DLF/OLV/OLI/DAH/DAN/DIC/"
"1282",2015-08-02 09:45:00,"MOVING/","<100/","DAS","DSY/DAR/DAX/DOC/DAO/DLL/DLF/OLV/OLI/DAH/DAN/DIC/"
"1283",2015-08-02 10:00:00,"MOVING/FORAGING/","<75/","DAS","DSY/DAR/DAX/DOC/DAO/DLL/DLF/OLV/OLI/DAH/DAN/DIC/"
"1284",2015-08-02 10:15:00,"FORAGING/","<75/","DAS","DSY/DAR/DAX/DOC/DAO/DLL/DLF/OLV/OLI/DAH/DAN/DIC/"
