"","Date","Month","Year","Focal","Subgroup","timePeriod"
"2742",2014-10-27,"October",2014,"DIG","AM/DAH/DAN/OLV/OLI/DLL/DLF/DAS/DAO/DOO/DIY/DIT/DOC/DIC/DUK/DEL/DEV/",1
"2743",2014-10-27,"October",2014,"DIG","AM/DAH/DAN/OLV/OLI/DLL/DLF/DAS/DAO/DOO/DIY/DIT/DOC/DIC/DUK/DEL/DEV/",1
"2744",2014-10-27,"October",2014,"DIG","AM/DAH/DAN/OLV/OLI/DLL/DLF/DAS/DAO/DOO/DIY/DIT/DOC/DIC/DUK/DEL/DEV/",1
"2745",2014-10-27,"October",2014,"DIG","AM/DAH/DAN/OLV/OLI/DLL/DLF/DAS/DAO/DOO/DIY/DIT/DOC/DIC/DUK/DEL/DEV/",1
"2746",2014-10-27,"October",2014,"DIG","AM/DAH/DAN/OLV/OLI/DLL/DLF/DAS/DAO/DOO/DIY/DIT/DOC/DIC/DUK/DEL/DEV/",1
"2747",2014-10-30,"October",2014,"DIG","DOC/DAO/DIC/GIP/GAE/GOR/SF/GUS/GRY/GDW/CLP/GAL/GSP/GRE/GRM/GIT/GNO/GDV/GOO/GIS/GIG/GNG/GEE/GEM/",1
"2748",2014-10-30,"October",2014,"DIG","DOC/DAO/DIC/GIP/GAE/GOR/SF/GUS/GRY/GDW/CLP/GAL/GSP/GRE/GRM/GIT/GNO/GDV/GOO/GIS/GIG/GNG/GEE/GEM/",1
"2749",2014-10-30,"October",2014,"DIG","DOC/DAO/DIC/GIP/GAE/GOR/SF/GUS/GRY/GDW/CLP/GAL/GSP/GRE/GRM/GIT/GNO/GDV/GOO/GIS/GIG/GNG/GEE/GEM/",1
"2750",2014-10-30,"October",2014,"DIG","DOC/DAO/DIC/GIP/GAE/GOR/SF/GUS/GRY/GDW/CLP/GAL/GSP/GRE/GRM/GIT/GNO/GDV/GOO/GIS/GIG/GNG/GEE/GEM/",1
"2751",2014-10-30,"October",2014,"DIG","DOC/DAO/DIC/GIP/GAE/GOR/SF/GUS/GRY/GDW/CLP/GAL/GSP/GRE/GRM/GIT/GNO/GDV/GOO/GIS/GIG/GNG/GEE/GEM/",1
"2752",2014-10-30,"October",2014,"DIG","DOC/DAO/DIC/GIP/GAE/GOR/SF/GUS/GRY/GDW/CLP/GAL/GSP/GRE/GRM/GIT/GNO/GDV/GOO/GIS/GIG/GNG/GEE/GEM/",1
"2753",2014-10-30,"October",2014,"DIG","DOC/DAO/DIC/GIP/GAE/GOR/SF/GUS/GRY/GDW/CLP/GAL/GSP/GRE/GRM/GIT/GNO/GDV/GOO/GIS/GIG/GNG/GEE/GEM/",1
"2754",2014-10-30,"October",2014,"GIP","GAE/GDW/CLP/GRE/GRM/GOR/GRY/GUS/GIT/GNO/GIG/GIS/GNG/GEM/GDV/GOO/GAL/GSP/DIG/DIC/DAO/AM/",1
"2755",2014-10-30,"October",2014,"GIP","GAE/GDW/CLP/GRE/GRM/GOR/GRY/GUS/GIT/GNO/GIG/GIS/GNG/GEM/GDV/GOO/GAL/GSP/DIG/DIC/DAO/AM/",1
"2756",2014-10-30,"October",2014,"GIP","GAE/GDW/CLP/GRE/GRM/GOR/GRY/GUS/GIT/GNO/GIG/GIS/GNG/GEM/GDV/GOO/GAL/GSP/DIG/DIC/DAO/AM/",1
"2757",2014-10-30,"October",2014,"GIP","GAE/GDW/CLP/GRE/GRM/GOR/GRY/GUS/GIT/GNO/GIG/GIS/GNG/GEM/GDV/GOO/GAL/GSP/DIG/DIC/DAO/AM/",1
"2758",2014-10-30,"October",2014,"GIP","GAE/GDW/CLP/GRE/GRM/GOR/GRY/GUS/GIT/GNO/GIG/GIS/GNG/GEM/GDV/GOO/GAL/GSP/DIG/DIC/DAO/AM/",1
"2759",2014-10-30,"October",2014,"GIP","GAE/GDW/CLP/GRE/GRM/GOR/GRY/GUS/GIT/GNO/GIG/GIS/GNG/GEM/GDV/GOO/GAL/GSP/DIG/DIC/DAO/AM/",1
"2760",2014-10-30,"October",2014,"GIP","GAE/GDW/CLP/GRE/GRM/GOR/GRY/GUS/GIT/GNO/GIG/GIS/GNG/GEM/GDV/GOO/GAL/GSP/DIG/DIC/DAO/AM/",1
"2761",2014-10-30,"October",2014,"GIP","GAE/GDW/CLP/GRE/GRM/GOR/GRY/GUS/GIT/GNO/GIG/GIS/GNG/GEM/GDV/GOO/GAL/GSP/DIG/DIC/DAO/AM/",1
"2762",2014-10-30,"October",2014,"GIP","GAE/GDW/CLP/GRE/GRM/GOR/GRY/GUS/GIT/GNO/GIG/GIS/GNG/GEM/GDV/GOO/GAL/GSP/DIG/DIC/DAO/AM/",1
"2763",2014-10-30,"October",2014,"GIP","GAE/GDW/CLP/GRE/GRM/GOR/GRY/GUS/GIT/GNO/GIG/GIS/GNG/GEM/GDV/GOO/GAL/GSP/DIG/DIC/DAO/AM/",1
"2764",2014-10-30,"October",2014,"GIP","GAE/GDW/CLP/GRE/GRM/GOR/GRY/GUS/GIT/GNO/GIG/GIS/GNG/GEM/GDV/GOO/GAL/GSP/DIG/DIC/DAO/AM/",1
"2765",2014-10-30,"October",2014,"GIP","GAE/GDW/CLP/GRE/GRM/GOR/GRY/GUS/GIT/GNO/GIG/GIS/GNG/GEM/GDV/GOO/GAL/GSP/DIG/DIC/DAO/AM/",1
"2766",2014-10-30,"October",2014,"GIP","GRY/GUS/GOR/GDW/GAL/GSP/GIS/GIG/GNG/CLP/GDV/GOO/GEM/AF/SF/",1
"2767",2014-10-30,"October",2014,"DIG","DOC/GIT/GNO/JM2/",1
"2768",2014-10-30,"October",2014,"GIP","GRY/GUS/GOR/GDW/GAL/GSP/GIS/GIG/GNG/CLP/GDV/GOO/GEM/AF/SF/",1
"2769",2014-10-30,"October",2014,"DIG","DOC/GIT/GNO/JM2/",1
"2770",2014-10-30,"October",2014,"GIP","GRY/GUS/GOR/GDW/GAL/GSP/GIS/GIG/GNG/CLP/GDV/GOO/GEM/AF/SF/",1
"2771",2014-10-30,"October",2014,"DIG","DOC/GIT/GNO/JM2/",1
"2772",2014-10-30,"October",2014,"GIP","GAE/GDW/GOR/GRY/GUS/GIN/SF/GAL/GSP/GIT/GNO/GRE/GRM/GIS/GIG/GNG/GDV/GOO/DIG/DIC/DAO/DIC/",1
"2773",2014-10-30,"October",2014,"GIP","GAE/GDW/GOR/GRY/GUS/GIN/SF/GAL/GSP/GIT/GNO/GRE/GRM/GIS/GIG/GNG/GDV/GOO/DIG/DIC/DAO/DIC/",1
"2774",2014-10-30,"October",2014,"GIP","GAE/GDW/GOR/GRY/GUS/GIN/SF/GAL/GSP/GIT/GNO/GRE/GRM/GIS/GIG/GNG/GDV/GOO/DIG/DIC/DAO/DIC/",1
"2775",2014-10-30,"October",2014,"GIP","GAE/GDW/GOR/GRY/GUS/GIN/SF/GAL/GSP/GIT/GNO/GRE/GRM/GIS/GIG/GNG/GDV/GOO/DIG/DIC/DAO/DIC/",1
"2776",2014-10-30,"October",2014,"GIP","GRY/GUS/GOR/SF/GAL/GSP/GAE/GDW/GDV/GOO/GIN/GNY/AF/SF/",1
"2777",2014-10-30,"October",2014,"DIG","DOC/DAO/DIC/GIT/GNO/",1
"2778",2014-10-30,"October",2014,"GIP","GRY/GUS/GOR/SF/GAL/GSP/GAE/GDW/GDV/GOO/GIN/GNY/AF/SF/",1
"2779",2014-10-30,"October",2014,"DIG","DOC/DAO/DIC/GIT/GNO/",1
"2780",2014-10-30,"October",2014,"GIP","GRY/GUS/GOR/SF/GAL/GSP/GAE/GDW/GDV/GOO/GIN/GNY/AF/SF/",1
"2781",2014-10-30,"October",2014,"DIG","DOC/DAO/DIC/GIT/GNO/",1
"2782",2014-10-30,"October",2014,"GIP","GRY/GUS/GOR/SF/GAL/GSP/GAE/GDW/GDV/GOO/GIN/GNY/AF/SF/",1
"2783",2014-10-30,"October",2014,"DIG","DOC/DAO/DIC/GIT/GNO/",1
"2784",2014-10-30,"October",2014,"GIP","GRY/GUS/GOR/SF/GAL/GSP/GAE/GDW/GDV/GOO/GIN/GNY/AF/SF/",1
"2785",2014-10-30,"October",2014,"DIG","DOC/DAO/DIC/GIT/GNO/",1
"2786",2014-10-30,"October",2014,"GIP","GRY/GUS/GOR/SF/GAL/GSP/GAE/GDW/GDV/GOO/GIN/GNY/AF/SF/",1
"2787",2014-10-30,"October",2014,"DIG","DOC/DAO/DIC/GIT/GNO/",1
"2788",2014-10-30,"October",2014,"GIP","GRY/GUS/GOR/SF/GAL/GSP/GAE/GDW/GDV/GOO/GIN/GNY/AF/SF/",1
"2789",2014-10-30,"October",2014,"DIG","DOC/DAO/DIC/GIT/GNO/",1
"2790",2014-10-30,"October",2014,"GIP","GRY/GUS/GOR/SF/GAL/GSP/GAE/GDW/GDV/GOO/GIN/GNY/AFD/I1/SF/AF/SF/",1
"2791",2014-10-30,"October",2014,"DIG","DOC/DAO/DIC/GIT/GNO/",1
"2792",2014-10-30,"October",2014,"GIP","GRY/GUS/GOR/SF/GAL/GSP/GAE/GDW/GDV/GOO/GIN/GNY/GIS/GIG/GNG/AF/SF/",1
"2793",2014-10-30,"October",2014,"DIG","DOC/DAO/DIC/GIT/GNO/",1
"2794",2014-10-30,"October",2014,"GIP","GRY/GUS/GOR/SF/GAL/GSP/GAE/GDW/GDV/GOO/GIN/GNY/GIS/GIG/GNG/AF/SF/",1
"2795",2014-10-30,"October",2014,"DIG","DOC/DAO/DIC/GIT/GNO/",1
"2796",2014-10-30,"October",2014,"GIP","GRY/GUS/GOR/SF/GAL/GSP/GAE/GDW/GDV/GOO/GIN/GNY/GIS/GIG/GNG/AF/SF/",1
"2797",2014-10-30,"October",2014,"DIG","DOC/DAO/DIC/GIT/GNO/",1
"2798",2014-10-30,"October",2014,"GIP","GRY/GUS/GOR/SF/GAL/GSP/GAE/GDW/GDV/GOO/GIN/GNY/GIS/GIG/GNG/AF/SF/",1
"2799",2014-10-30,"October",2014,"DIG","DOC/DAO/DIC/GIT/GNO/",1
"2800",2014-10-30,"October",2014,"GIP","GRY/GUS/GOR/SF/GAL/GSP/GAE/GDW/GDV/GOO/GIN/GNY/GIS/GIG/GNG/AF/SF/",1
"2801",2014-10-30,"October",2014,"DIG","DOC/DAO/DIC/GIT/GNO/",1
"2802",2014-10-30,"October",2014,"GIP","GRY/GUS/GOR/SF/GAL/GSP/GAE/GDW/GDV/GOO/GIN/GNY/GIS/GIG/GNG/AF/SF/",1
"2803",2014-10-30,"October",2014,"DIG","DOC/DAO/DIC/GIT/GNO/JM2/",1
"2804",2014-10-30,"October",2014,"GIP","GRY/GUS/GOR/SF/GAL/GSP/GAE/GDW/GDV/GOO/GIN/GNY/GIS/GIG/GNG/AF/SF/",1
"2805",2014-10-30,"October",2014,"DIG","DOC/DAO/DIC/GIT/GNO/JM2/",1
"2806",2014-10-30,"October",2014,"GIP","GRY/GUS/GOR/SF/GAL/GSP/GAE/GDW/GDV/GOO/GIN/GNY/GIS/GIG/GNG/AF/SF/GIT/GNO/GRE/GRM/DIG/DOC/DAO/DIC/",1
"2807",2014-10-30,"October",2014,"GIP","GRY/GUS/GOR/SF/GAL/GSP/GAE/GDW/GDV/GOO/GIN/GNY/GIS/GIG/GNG/AF/SF/GIT/GNO/GRE/GRM/DIG/DOC/DAO/DIC/",1
"2808",2014-10-30,"October",2014,"GIP","GRY/GUS/GOR/SF/GAL/GSP/GAE/GDW/GDV/GOO/GIN/GNY/GIS/GIG/GNG/AF/SF/GIT/GNO/GRE/GRM/DIG/DOC/DAO/DIC/",1
"2809",2014-10-30,"October",2014,"GIP","GRY/GUS/GOR/SF/GAL/GSP/GAE/GDW/GDV/GOO/GIN/GNY/GIS/GIG/GNG/AF/SF/GIT/GNO/GRE/GRM/DIG/DOC/DAO/DIC/",1
"2810",2014-10-30,"October",2014,"GIP","GRY/GUS/GOR/SF/GAL/GSP/GAE/GDW/GDV/GOO/GIN/GNY/GIS/GIG/GNG/AF/SF/GIT/GNO/GRE/GRM/DIG/DOC/DAO/DIC/",1
"2811",2014-10-31,"October",2014,"GDV","GOO/GOR/GRE/GRM/GIT/GNO/SF/SF/CLP/",1
"2812",2014-10-31,"October",2014,"GDV","GOO/GOR/GRE/GRM/GIT/GNO/SF/SF/CLP/",1
"2813",2014-10-31,"October",2014,"GDV","GOO/GOR/GUS/GAE/GIP/GIT/GNO/SF/SF/CLP/GRE/GRM/GIN/GIS/GIG/GNG/",1
"2814",2014-10-31,"October",2014,"GDV","GOO/GOR/GUS/GAE/GIP/GIT/GNO/SF/SF/CLP/GRE/GRM/GIN/GIS/GIG/GNG/",1
"2815",2014-10-31,"October",2014,"GDV","GOO/GOR/GUS/GAE/GIP/GIT/GNO/SF/SF/CLP/GRE/GRM/GIN/GIS/GIG/GNG/",1
"2816",2014-10-31,"October",2014,"GDV","GOO/GOR/GUS/GAE/GIP/GIT/GNO/SF/SF/CLP/GRE/GRM/GIN/GIS/GIG/GNG/",1
"2817",2014-10-31,"October",2014,"GDV","GOO/GOR/GUS/GAE/GIP/GIT/GNO/SF/CLP/GRE/GRM/GIN/GIS/GIG/GNG/GRY/GIP/GEE/GIL/GIZ/GEM/",1
"2818",2014-10-31,"October",2014,"GDV","GOO/GOR/GUS/GAE/GIP/GIT/GNO/SF/CLP/GRE/GRM/GIN/GIS/GIG/GNG/GRY/GIP/GEE/GIL/GIZ/GEM/",1
"2819",2014-10-31,"October",2014,"GDV","GOO/GOR/GUS/GAE/GIP/GIT/GNO/SF/CLP/GRE/GRM/GIN/GIS/GIG/GNG/GRY/GIP/GEE/GIL/GIZ/GEM/",1
"2820",2014-10-31,"October",2014,"GDV","GOO/GOR/GUS/GAE/GIP/GIT/GNO/SF/CLP/GRE/GRM/GIN/GIS/GIG/GNG/GRY/GIP/GEE/GIL/GIZ/GEM/",1
"2821",2014-10-31,"October",2014,"GDV","GOO/GOR/GUS/GAE/GIP/GIT/GNO/SF/CLP/GRE/GRM/GIN/GIS/GIG/GNG/GRY/GIP/GEE/GIL/GIZ/GEM/",1
"2822",2014-10-31,"October",2014,"GDV","GOO/GOR/GUS/GAE/GIP/GIT/GNO/SF/CLP/GRE/GRM/GIN/GIS/GIG/GNG/GRY/GIP/GEE/GIL/GIZ/GEM/",1
"2823",2014-10-31,"October",2014,"GDV","GOO/GOR/GUS/GAE/GIP/GIT/GNO/SF/CLP/GRE/GRM/GIN/GIS/GIG/GNG/GRY/GIP/GEE/GIL/GIZ/GEM/",1
"2824",2014-10-31,"October",2014,"GDV","GOO/GOR/GUS/GAE/GIP/GIT/GNO/SF/CLP/GRE/GRM/GIN/GIS/GIG/GNG/GRY/GIP/GEE/GIL/GIZ/GEM/",1
"2825",2014-10-31,"October",2014,"GDV","GOO/GOR/GUS/GAE/GIP/GIT/GNO/SF/CLP/GRE/GRM/GIN/GIS/GIG/GNG/GRY/GIP/GEE/GIL/GIZ/GEM/",1
"2826",2014-10-31,"October",2014,"GDV","GOO/GOR/GUS/GAE/GIP/GIT/GNO/SF/CLP/GRE/GRM/GIN/GIS/GIG/GNG/GRY/GIP/GEE/GIL/GIZ/GEM/",1
"2827",2014-10-31,"October",2014,"GDV","GOO/GOR/GUS/GAE/GIP/GIT/GNO/SF/CLP/GRE/GRM/GIN/GIS/GIG/GNG/GRY/GIP/GEE/GIL/GIZ/GEM/",1
"2828",2014-10-31,"October",2014,"GDV","GOO/GOR/GUS/GAE/GIP/GIT/GNO/SF/CLP/GRE/GRM/GIN/GIS/GIG/GNG/GRY/GIP/GEE/GIL/GIZ/GEM/",1
"2829",2014-10-31,"October",2014,"GDV","GOO/GOR/GUS/GAE/GIP/GIT/GNO/SF/CLP/GRE/GRM/GIN/GIS/GIG/GNG/GRY/GIP/GEE/GIL/GIZ/GEM/",1
"2830",2014-10-31,"October",2014,"GDV","GOO/GOR/GUS/GAE/GIP/GIT/GNO/SF/CLP/GRE/GRM/GIN/GIS/GIG/GNG/GRY/GIP/GEE/GIL/GIZ/GEM/",1
"2831",2014-10-31,"October",2014,"GDV","GOO/GOR/GUS/GAE/GIP/GIT/GNO/SF/CLP/GRE/GRM/GIN/GIS/GIG/GNG/GRY/GIP/GEE/GIL/GIZ/GEM/",1
"2832",2014-10-31,"October",2014,"GDV","GOO/GOR/GUS/GAE/GIP/GIT/GNO/SF/CLP/GRE/GRM/GIN/GIS/GIG/GNG/GRY/GIP/GEE/GIL/GIZ/GEM/",1
"2833",2014-10-31,"October",2014,"GDV","GOO/GOR/GUS/GAE/GIP/GIT/GNO/SF/CLP/GRE/GRM/GIN/GIS/GIG/GNG/GRY/GIP/GEE/GIL/GIZ/GEM/",1
"2834",2014-10-31,"October",2014,"GDV","GOO/GOR/GUS/GAE/GIP/GIT/GNO/SF/CLP/GRE/GRM/GIN/GIS/GIG/GNG/GRY/GIP/GEE/GIL/GIZ/GEM/",1
"2835",2014-10-31,"October",2014,"GDV","GOO/GOR/GUS/GAE/GIP/GIT/GNO/SF/CLP/GRE/GRM/GIN/GIS/GIG/GNG/GRY/GIP/GEE/GIL/GIZ/GEM/",1
"2836",2014-10-31,"October",2014,"GDV","GOO/GOR/GUS/GAE/GIP/GIT/GNO/SF/CLP/GRE/GRM/GIN/GIS/GIG/GNG/GRY/GIP/GEE/GIL/GIZ/GEM/",1
"2837",2014-10-31,"October",2014,"GDV","GOO/GIT/GNO/GOR/JM2/GRY/GIP/SF/CLP/GAE/GIS/GIG/GNG/GMM/GNS/GRE/GRM/GAL/GSP/SF/",1
"2838",2014-10-31,"October",2014,"GDV","GOO/GIT/GNO/GOR/JM2/GRY/GIP/SF/CLP/GAE/GIS/GIG/GNG/GMM/GNS/GRE/GRM/GAL/GSP/SF/",1
"2839",2014-10-31,"October",2014,"GDV","GOO/GIT/GNO/GOR/JM2/GRY/GIP/SF/CLP/GAE/GIS/GIG/GNG/GMM/GNS/GRE/GRM/GAL/GSP/SF/",1
"2840",2014-10-31,"October",2014,"GDV","GOO/GIT/GNO/GOR/JM2/GRY/GIP/SF/CLP/GAE/GIS/GIG/GNG/GMM/GNS/GRE/GRM/GAL/GSP/SF/",1
"2841",2014-10-31,"October",2014,"GAE","GIS/GIG/GNG/GMM/GNS/GRE/GRM/GAL/GSP/SF/",1
"2842",2014-10-31,"October",2014,"GDV","GOO/GIT/GNO/GOR/JM2/GRY/GIP/SF/CLP/",1
"2843",2014-10-31,"October",2014,"GAE","GIS/GIG/GNG/GMM/GNS/GRE/GRM/GAL/GSP/SF/",1
"2844",2014-10-31,"October",2014,"GDV","GOO/GIT/GNO/GOR/JM2/GRY/GIP/SF/CLP/",1
"2845",2014-10-31,"October",2014,"GAE","GIS/GIG/GNG/GMM/GNS/GRE/GRM/GAL/GSP/SF/",1
"2846",2014-10-31,"October",2014,"GDV","GOO/GIT/GNO/GOR/JM2/GRY/GIP/SF/CLP/",1
"2847",2014-10-31,"October",2014,"GAE","GIS/GIG/GNG/GMM/GNS/GRE/GRM/GAL/GSP/SF/",1
"2848",2014-10-31,"October",2014,"GDV","GOO/GIT/GNO/GOR/JM2/GRY/GIP/SF/CLP/",1
"2849",2014-10-31,"October",2014,"GAE","GIS/GIG/GNG/GMM/GNS/GRE/GRM/GAL/GSP/SF/",1
"2850",2014-10-31,"October",2014,"GDV","GOO/GIT/GNO/GOR/JM2/GRY/GIP/SF/CLP/",1
"2851",2014-10-31,"October",2014,"GAE","GIS/GIG/GNG/GMM/GNS/GRE/GRM/GAL/GSP/SF/",1
"2852",2014-10-31,"October",2014,"GDV","GOO/GIT/GNO/GOR/JM2/GRY/GIP/SF/CLP/",1
"2853",2014-10-31,"October",2014,"GAE","GIS/GIG/GNG/GMM/GNS/GRE/GRM/GAL/GSP/SF/",1
"2854",2014-10-31,"October",2014,"GDV","GOO/GIT/GNO/GOR/JM2/GRY/GIP/SF/CLP/",1
"2855",2014-10-31,"October",2014,"GAE","GIS/GIG/GNG/GMM/GNS/GRE/GRM/GAL/GSP/SF/GIT/GNO/GDV/GOO/GIN/GEM/GUS/GRY/GIP/GIL/GIZ/GOR/SF/CLP/",1
"2856",2014-10-31,"October",2014,"GAE","GIS/GIG/GNG/GMM/GNS/GRE/GRM/GAL/GSP/SF/GIT/GNO/GDV/GOO/GIN/GEM/GUS/GRY/GIP/GIL/GIZ/GOR/SF/CLP/",1
"2857",2014-10-31,"October",2014,"GAE","GIS/GIG/GNG/GMM/GNS/GRE/GRM/GAL/GSP/SF/GIT/GNO/GDV/GOO/GIN/GEM/GUS/GRY/GIP/GIL/GIZ/GOR/SF/CLP/",1
"2858",2014-10-31,"October",2014,"GAE","GIS/GIG/GNG/GMM/GNS/GRE/GRM/GAL/GSP/SF/GIT/GNO/GDV/GOO/GIN/GEM/GUS/GRY/GIP/GIL/GIZ/GOR/SF/CLP/",1
"2859",2014-10-31,"October",2014,"GAE","GIS/GIG/GNG/GMM/GNS/GRE/GRM/GAL/GSP/SF/GIT/GNO/GDV/GOO/GIN/GEM/GUS/GRY/GIP/GIL/GIZ/GOR/SF/CLP/DIG/DOC/DOO/DAO/DAS/DUK/",1
"2860",2014-10-31,"October",2014,"GAE","GIS/GIG/GNG/GMM/GNS/GRE/GRM/GAL/GSP/SF/GIT/GNO/GDV/GOO/GIN/GEM/GUS/GRY/GIP/GIL/GIZ/GOR/SF/CLP/DIG/DOC/DOO/DAO/DAS/DUK/",1
"2861",2014-10-31,"October",2014,"GAE","GIS/GIG/GNG/GMM/GNS/GRE/GRM/GAL/GSP/SF/GIT/GNO/GDV/GOO/GIN/GEM/GUS/GRY/GIP/GIL/GIZ/GOR/SF/CLP/DIG/DOC/DOO/DAO/DAS/DUK/",1
"2862",2014-10-31,"October",2014,"GAE","GIS/GIG/GNG/GMM/GNS/GRE/GRM/GAL/GSP/SF/GIT/GNO/GDV/GOO/GIN/GEM/GUS/GRY/GIP/GIL/GIZ/GOR/SF/CLP/DIG/DOC/DOO/DAO/DAS/DUK/",1
"2863",2014-10-31,"October",2014,"GAE","GIS/GIG/GNG/GMM/GNS/GRE/GRM/GAL/GSP/SF/GIT/GNO/GDV/GOO/GIN/GEM/GUS/GRY/GIP/GIL/GIZ/GOR/SF/CLP/DIG/DOC/DOO/DAO/DAS/DUK/",1
"2864",2014-10-31,"October",2014,"DOC","DAO/DAS/DUK/DIC/",1
"2865",2014-10-31,"October",2014,"DOC","DAO/DAS/DUK/DIC/",1
"2866",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2867",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2868",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2869",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2870",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2871",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2872",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2873",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2874",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2875",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2876",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2877",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2878",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2879",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2880",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2881",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2882",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2883",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2884",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2885",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2886",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2887",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2888",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2889",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/BAM/UNK/UNK/UNK/",1
"2890",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/BAM/UNK/UNK/UNK/",1
"2891",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2892",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2893",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2894",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2895",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2896",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/BAM/AM/SAM/AF/JM2/JM2/",1
"2897",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/BAM/AM/SAM/AF/JM2/JM2/",1
"2898",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2899",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2900",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2901",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
"2902",2014-11-03,"November",2014,"CRO","CLA/GWN/GWW/CHA/CHP/COR/COL/COC/CNR/CHL/CEL/CUZ/",1
