dt.gps.time,Observer.Sample.ID,GPS,Observer,Avistaje.ID,dt-time,Date,Month,Year,Time,Ranging.Meters,Ranging.Deg,Ranging.Pt.of.Ref,AVG.Error,Activity,Immediate.Spread,Overall.Spread,Immediate.Subgroup.Composition,Additional.Group.Members,Group,Subgroup,Notes,utm_x,utm_y,x_disp,y_disp,Adj_x,Adj_y,Average_x,Average_y,Final_x,Final_y,second_x,second_y
08/06/14 GPS PP10 9:30,OS19045,GPS PP10,KE,AV25096,8/6/2014 9:30,8/6/2014,August,2014,9:30,,NA,LL-13-066,,FORAGING/RESTING/,<25/,<25/,DIG/DOC/DUK/DAO/DAS/DRE/,DIG/DUK/DAO/DRE/,D/,Y/,WILL NEED TO FIGURE OUT NAME OF JUVENILE/SM THAT LIKES TO HANG OUT WITH THE MALES,371084.9624,9930311.914,,,,,,,371084.9624,9930311.914,,
08/06/14 GPS PP10 9:45,OS19045,GPS PP10,KE,AV25096,8/6/2014 9:45,8/6/2014,August,2014,9:45,,NA,LL-13-066,,FORAGING/RESTING/,<25/,<25/,DIG/DOC/DUK/DAO/DAS/DRE/,DIG/DUK/DAO/DRE/,D/,Y/,WILL NEED TO FIGURE OUT NAME OF JUVENILE/SM THAT LIKES TO HANG OUT WITH THE MALES,371092.5082,9930315.531,,,,,,,371092.5082,9930315.531,,
08/06/14 GPS PP10 10:00,OS19045,GPS PP10,KE,AV25096,8/6/2014 10:00,8/6/2014,August,2014,10:00,,NA,GPS PP10 10:00,6,MOVING/,<25/,<25/,DIG/DOC/DUK/DAO/DAS/DRE/,DIG/DUK/DAO/DRE/,D/,Y/,,371087.6004,9930306.645,,,,,,,371087.6004,9930306.645,,
08/06/14 GPS PP10 10:15,OS19045,GPS PP10,KE,AV25096,8/6/2014 10:15,8/6/2014,August,2014,10:15,,NA,GPS PP10 10:15,4,MOVING/,<75/,<75/,DIG/DOC/DUK/DAO/DAS/DRE/,DIG/DUK/DAO/JM3/,D/,Y/,,371061.8359,9930395.833,,,,,,,371061.8359,9930395.833,,
08/06/14 GPS PP10 10:30,OS19045,GPS PP10,KE,AV25096,8/6/2014 10:30,8/6/2014,August,2014,10:30,,NA,GPS PP10 10:30,5,MOVING/,<150/,<150/,DOC/DUK/,DIG/DUK/DAO/JM3/,D/,Y/,,371004.8437,9930441.744,,,,,,,371004.8437,9930441.744,,
08/06/14 GPS PP11 10:30,OS19444,GPS PP11,RR,AV25703,8/6/2014 10:30,8/6/2014,August,2014,10:30,,NA,GPSPP11,,FORAGING/,<25/,<100/,DAO/DAS/,DIG/SAM/,D/,Y/,,371129.616,9930432.068,,,,,,,371129.616,9930432.068,,
08/06/14 GPS PP10 10:45,OS19045,GPS PP10,KE,AV25096,8/6/2014 10:45,8/6/2014,August,2014,10:45,,NA,LL-14-067,,FORAGING/,<25/,<150/,DOC/DUK/,DAO/DUK/UNK/JM3/DIG/,D/,Y/,CANNOT HEAR ROBYN WHOOP BACK,370966.126,9930457.922,,,,,,,370966.126,9930457.922,,
08/06/14 GPS PP11 10:45,OS19444,GPS PP11,RR,AV25703,8/6/2014 10:45,8/6/2014,August,2014,10:45,,NA,GPSPP11,,MOVING/,<25/,<100/,DAO/DAS/,DIG/SAM/,D/,Y/,,371144.8323,9930423.943,,,,,,,371144.8323,9930423.943,,
08/06/14 GPS PP10 11:00,OS19045,GPS PP10,KE,AV25096,8/6/2014 11:00,8/6/2014,August,2014,11:00,,NA,GPS PP10 11:00,5,MOVING/,<25/,<150/,DOC/DUK/,DAO/DUK/UNK/JM3/DIG/,D/,Y/,ROBYN'S WHOOP IS FROM THE EAST ABOUT 100 M AWAY,370995.2259,9930443.21,,,,,,,370995.2259,9930443.21,,
08/06/14 GPS PP11 11:00,OS19444,GPS PP11,RR,AV25703,8/6/2014 11:00,8/6/2014,August,2014,11:00,,NA,GPSPP11,,MOVING/,<25/,<100/,DAO/DAS/,DIG/SAM/,D/,Y/,,371149.4795,9930458.377,,,,,,,371149.4795,9930458.377,,
08/06/14 GPS PP10 11:15,OS19045,GPS PP10,KE,AV25096,8/6/2014 11:15,8/6/2014,August,2014,11:15,,NA,GPS PP10 11:15,6,MOVING/,<100/,<100/,DOC/DUK/,DAO/DUK/UNK/JM3/DIG/,D/,Y/,,371020.9468,9930465.581,,,,,,,371020.9468,9930465.581,,
08/06/14 GPS PP11 11:15,OS19444,GPS PP11,RR,AV25703,8/6/2014 11:15,8/6/2014,August,2014,11:15,,NA,GPSPP11,,MOVING/,<25/,<100/,DAO/DAS/,DIG/SAM/,D/,Y/,,371144.0498,9930492.738,,,,,,,371144.0498,9930492.738,,
08/06/14 GPS PP10 11:30,OS19045,GPS PP10,KE,AV25096,8/6/2014 11:30,8/6/2014,August,2014,11:30,,NA,GPS PP10 11:30,5,MOVING/,<150/,<150/,DIG/DUK/DAO/DAS/DRE/,DAO/DUK/UNK/JM3/DIG/,D/,Y/,,371050.3055,9930545.717,,,,,,,371050.3055,9930545.717,,
08/06/14 GPS PP11 11:30,OS19444,GPS PP11,RR,AV25703,8/6/2014 11:30,8/6/2014,August,2014,11:30,,NA,GPSPP11,,AFV/,<25/,>100/,DIG/DUK/DAO/DAS/DRE/,,D/,Y/,,371145.9361,9930525.855,,,,,,,371145.9361,9930525.855,,
08/06/14 GPS PP10 11:45,OS19045,GPS PP10,KE,AV25096,8/6/2014 11:45,8/6/2014,August,2014,11:45,,NA,GPS PP10 11:45,5,MOVING/FORAGING/,<75/,<75/,DIG/DUK/DAO/DAS/DRE/,DAO/DUK/UNK/JM3/DIG/,D/,Y/,,371038.7068,9930604.02,,,,,,,371038.7068,9930604.02,,
08/06/14 GPS PP11 11:45,OS19444,GPS PP11,RR,AV25703,8/6/2014 11:45,8/6/2014,August,2014,11:45,,NA,GPSPP11,,MOVING/,<25/,<50/,DAS/DLL/DLF/,,D/,Y/,,371114.3108,9930557.247,,,,,,,371114.3108,9930557.247,,
08/06/14 GPS PP10 12:00,OS19045,GPS PP10,KE,AV25096,8/6/2014 12:00,8/6/2014,August,2014,12:00,,NA,LL-14-057,,FORAGING/,<75/,<75/,DAO/DUK/AFD/J1/SF/,DAO/DUK/AFD/J1/SF/DIG/,D/,Y/,ROBYN SOUNDS LIKE SHE'S 75 M AWAY,371034.1264,9930625.918,,,,,,,371034.1264,9930625.918,,
08/06/14 GPS PP11 12:00,OS19444,GPS PP11,RR,AV25703,8/6/2014 12:00,8/6/2014,August,2014,12:00,,NA,GPSPP11,,MOVING/,<25/,<50/,DAS/DLL/DLF/AFD/JM1/DOC/UNK/UNK/,,D/,Y/,,371155.843,9930661.724,,,,,,,371155.843,9930661.724,,
08/06/14 GPS PP10 12:15,OS19045,GPS PP10,KE,AV25096,8/6/2014 12:15,8/6/2014,August,2014,12:15,,NA,GPS PP10 12:15,6,FORAGING/MOVING/,<50/,<100/,DAO/DUK/AFD/J1/SF/,DAO/DUK/AFD/J1/SF/JM/DIG/,D/,Y/,,371029.7588,9930634.482,,,,,,,371029.7588,9930634.482,,
08/06/14 GPS PP11 12:15,OS19444,GPS PP11,RR,AV25703,8/6/2014 12:15,8/6/2014,August,2014,12:15,,NA,GPSPP11,,MOVING/,<25/,<50/,DAS/DLL/DLF/AFD/JM1/DOC/UNK/UNK/,,D/,Y/,,371220.0145,9930705.49,,,,,,,371220.0145,9930705.49,,
08/06/14 GPS PP10 12:30,OS19045,GPS PP10,KE,AV25096,8/6/2014 12:30,8/6/2014,August,2014,12:30,,NA,GPS PP10 12:30,7,MOVING/,<50/,<100/,DAO/DUK/AFD/J1/SF/,DAO/DUK/AFD/J1/SF/DIG/,D/,Y/,DRE IS A SMALLER MALE EITHER JM3 OR SM WITH SCAR OVER LEFT EYE MAKES HIS EYE LOOK A LITTLE DROOPY,371076.399,9930641.11,,,,,,,371076.399,9930641.11,,
08/06/14 GPS PP11 12:30,OS19444,GPS PP11,RR,AV25703,8/6/2014 12:30,8/6/2014,August,2014,12:30,,NA,GPSPP11,,MOVING/,<25/,<50/,DAS/DLL/DLF/AFD/JM1/DOC/UNK/UNK/,,D/,Y/,,371204.122,9930713.219,,,,,,,371204.122,9930713.219,,
08/06/14 GPS PP10 12:45,OS19045,GPS PP10,KE,AV25096,8/6/2014 12:45,8/6/2014,August,2014,12:45,,NA,GPS PP10 12:45,6,MOVING/,<75/,<150/,DIG/DAS/DAO/DUK/DOC/AFD/J1/SF/DRE/DLL/DLF/DIX/,DAO/DUK/AM/AFD/J1/SF/DRE/JM/DIG/,D/,Y/,,371106.4165,9930666.879,,,,,,,371106.4165,9930666.879,,
08/06/14 GPS PP10 13:00,OS19045,GPS PP10,KE,AV25096,8/6/2014 13:00,8/6/2014,August,2014,13:00,,NA,GPS PP10 13:00,5,MOVING/,<50/,<150/,DIG/DAS/DAO/DUK/DOC/AFD/J1/SF/DRE/DLL/DLF/DIX/,DAO/DUK/AM/AFD/J1/SF/DRE/JM/DIG/AFD/I1/AF/,D/,Y/,STARTING TO NOTICE A LOT MORE MONKEYS AND MAY BE AN INTERGROUP ENCOUNTER WITH I,371191.9859,9930727.207,,,,,371194.1868,9930698.104,371194.1868,9930698.104,,
08/06/14 GPS PP10 13:15,OS19045,GPS PP10,KE,AV25096,8/6/2014 13:15,8/6/2014,August,2014,13:15,,NA,GPS PP10 13:15,NR,MOVING/,<50/,<150/,SM/SAM/AFD/I1/AFD/JM1/AM/DIG/DAS/,AFD/I2/AFD/I1/DIG/AM/,D/I/,Y/,DIGIT STARTED APPROACHING FROM 180 D AND ADULT MALE MOVED AWAY HEADING NORTH WHEN DIGIT GOT WITHIN 10 M,371217.6159,9930746.34,,,,,371235.1201,9930735.145,371235.1201,9930735.145,,
08/06/14 GPS PP10 13:30,OS19045,GPS PP10,KE,AV25096,8/6/2014 13:30,8/6/2014,August,2014,13:30,,NA,GPS PP10 13:30,NR,MOVING/FORAGING/RESTING,<100/,<100/,DIG/DOC/DLL/DLF/AFD/J1/SF/DRE/SAM/AF/OLV/OLI/,DIG/AM/AFD/I1/AFD/J1/SF/DRE/SAM/AF/OLV/,D/I/,Y/,NOT SURE WHO LUCY HAS,371197.5797,9930769.477,,,,,371223.3183,9930771.25,371223.3183,9930771.25,,
08/06/14 GPS PP10 13:45,OS19045,GPS PP10,KE,AV25096,8/6/2014 13:45,8/6/2014,August,2014,13:45,,NA,GPS PP10 13:45,NR,MOVING/FORAGING/RESTING/,<100/,<100/,DIG/DOC/DLL/DLF/AFD/J1/SF/DRE/SAM/AF/OLV/OLI/,DIG/AM/AFD/I1/AFD/J1/SF/DRE/SAM/AF/OLV/OLI,D/I/,Y/,NOT SURE WHO LUCY HAS,371218.5823,9930763.173,,,,,371237.414,9930796.428,371237.414,9930796.428,,
08/06/14 GPS PP10 14:00,OS19045,GPS PP10,KE,AV25096,8/6/2014 14:00,8/6/2014,August,2014,14:00,,NA,,,,,,DIG/DOC/DLL/DLF/AFD/J1/SF/DRE/SAM/AF/OLV/OLI/,,D/I/,Y/,GET GROUP COMP FROM ROBYN,371246.679,9930834.486,,,,,371254.2449,9930824.764,371254.2449,9930824.764,,
08/06/14 GPS PP10 14:15,OS19045,GPS PP10,KE,AV25096,8/6/2014 14:15,8/6/2014,August,2014,14:15,,NA,GPS PP10 14:15,NR,FORAGING/RESTING/,<100/,<100/,AM/AFD/JF1/AFD/JF1/SF/SM,BAM/AM/SAM/SM/OLI/OLV/AFD/JF1/SF/AFD/I1/,D/I/,Y/,,371312.342,9930886.672,,,,,371291.4002,9930856.979,371291.4002,9930856.979,,
08/06/14 GPS PP10 14:30,OS19045,GPS PP10,KE,AV25096,8/6/2014 14:30,8/6/2014,August,2014,14:30,,NA,GPS PP10 14:30,NR,FORAGING/RESTING/,<100/,<50/,AM/AFD/JF1/AFD/JF1/SF/SM,AM/AFD/JF1/AFD/JF1/SF/SM,D/I/,Y/,,371292.9341,9930909.569,,,,,371288.8083,9930858.082,371288.8083,9930858.082,,
08/06/14 GPS PP10 14:45,OS19045,GPS PP10,KE,AV25096,8/6/2014 14:45,8/6/2014,August,2014,14:45,,NA,LL-14-069,NR,FORAGING/,<50/,<50/,AM/AFD/JF1/AFD/JF1/SF/SM,AM/AFD/JF1/AFD/JF1/SF/SM,I/,Y/,,371252.1165,9930902.16,,,,,371283.0241,9930857.185,371283.0241,9930857.185,,
08/06/14 GPS PP10 15:00,OS19045,GPS PP10,KE,AV25096,8/6/2014 15:00,8/6/2014,August,2014,15:00,,NA,LL-14-069,NR,FORAGING/,<50/,<50/,AM/AFD/JF1/AFD/JF1/SF/SM,AM/AFD/JF1/AFD/JF1/SF/SM,I/,Y/,,371254.0623,9930898.639,,,,,,,371254.0623,9930898.639,,
08/06/14 GPS PP12 15:00,,,LM,,8/6/2014 15:00,8/6/2014,August,2014,15:00,,,,,,,,DIG/DLL/DLF/,,D/,Y/,,371331.6566,9930793.616,,,,,,,371331.6566,9930793.616,,
08/06/14 GPS PP10 15:15,OS19045,GPS PP10,KE,AV25096,8/6/2014 15:15,8/6/2014,August,2014,15:15,,NA,GPS PP10 15:15,NR,RESTING/,<50/,<50/,AM/AFD/JF1/AFD/JF1/SF/SM,AM/AFD/JF1/AFD/JF1/SF/SM,I/,Y/,GROUP COMP NOT SO RELIABLE HERE,371231.3351,9930920.864,,,,,,,371231.3351,9930920.864,,
08/06/14 GPS PP12 15:15,,,LM,,8/6/2014 15:15,8/6/2014,August,2014,15:15,,,,,,,,DIG/DLL/DLF/,,D/,Y/,,371303.6225,9930755.656,,,,,,,371303.6225,9930755.656,,
08/06/14 GPS PP10 15:30,OS19045,GPS PP10,KE,AV25096,8/6/2014 15:30,8/6/2014,August,2014,15:30,,NA,GPS PP10 15:30,NR,RESTING/,<50/,<50/,AM/AFD/JF1/AFD/JF1/SF/SM,AM/AFD/JF1/AFD/JF1/SF/SM,I/,Y/,GROUP COMP NOT SO RELIABLE HERE,371221.739,9930880.12,,,,,,,371221.739,9930880.12,,
08/06/14 GPS PP12 15:30,,,LM,,8/6/2014 15:30,8/6/2014,August,2014,15:30,,,,,,,,DIG/DLL/DLF/,,D/,Y/,,371343.2804,9930755.234,,,,,,,371343.2804,9930755.234,,
08/06/14 GPS PP10 15:45,OS19045,GPS PP10,KE,AV25096,8/6/2014 15:45,8/6/2014,August,2014,15:45,,NA,GPS PP10 15:45,NR,MOVING/RESTING/,<50/,<50/,AM/AFD/JF1/SF/SM,AM/AFD/JF1/SF/SM,I/,Y/,GROUP COMP NOT SO RELIABLE HERE,371234.597,9930871.079,,,,,,,371234.597,9930871.079,,
08/06/14 GPS PP12 15:45,,,LM,,8/6/2014 15:45,8/6/2014,August,2014,15:45,,,,,,,,DIG/DLL/DLF/,,D/,Y/,,371348.8214,9930748.014,,,,,,,371348.8214,9930748.014,,
08/06/14 GPS PP10 16:00,OS19045,GPS PP10,KE,AV25096,8/6/2014 16:00,8/6/2014,August,2014,16:00,,NA,GPS PP10 16:00,NR,MOVING/,<50/,<50/,AM/AFD/JF1/SF/SM/AFD/I1/,AM/AFD/JF1/SF/SM/AFD/I1/,I/,Y/,LUCY PRETTY FAR AWAY MAYBE >150/,371157.4376,9930885.947,,,,,,,371157.4376,9930885.947,,
08/06/14 GPS PP12 16:00,,,LM,,8/6/2014 16:00,8/6/2014,August,2014,16:00,,,,,,,,DIG/DLL/DLF/,,D/,Y/,,371342.5294,9930741.382,,,,,,,371342.5294,9930741.382,,
08/06/14 GPS PP10 16:15,OS19045,GPS PP10,KE,AV25096,8/6/2014 16:15,8/6/2014,August,2014,16:15,,NA,GPS PP10 16:15,NR,MOVING/,<50/,<50/,AM/AFD/JF1/SF/SM/AFD/I1/,AM/AFD/JF1/SF/SM/AFD/I1/,I/,Y/,LUCY PRETTY FAR AWAY MAYBE >150/,371140.6088,9930902.18,,,,,,,371140.6088,9930902.18,,
08/06/14 GPS PP12 16:15,,,LM,,8/6/2014 16:15,8/6/2014,August,2014,16:15,,,,,,,,DIG/DLL/DLF/,,D/,Y/,,371346.3099,9930744.086,,,,,,,371346.3099,9930744.086,,
08/06/14 GPS PP10 16:30,OS19045,GPS PP10,KE,AV25096,8/6/2014 16:30,8/6/2014,August,2014,16:30,,NA,GPS PP10 16:30,NR,MOVING/,<50/,<50/,AM/AFD/JF1/SF/SM/AFD/I1/,AM/AFD/JF1/SF/SM/AFD/I1/,I/,Y/,LUCY PRETTY FAR AWAY MAYBE >150/,371155.831,9930867.25,,,,,,,371155.831,9930867.25,,
08/06/14 GPS PP12 16:30,,,LM,,8/6/2014 16:30,8/6/2014,August,2014,16:30,,,,,,,,DIG/DLL/DLF/,,D/,Y/,,371346.0182,9930741.076,,,,,,,371346.0182,9930741.076,,
08/06/14 GPS PP10 16:45,OS19045,GPS PP10,KE,AV25096,8/6/2014 16:45,8/6/2014,August,2014,16:45,,NA,GPS PP10 16:45,NR,FORAGING/,<50/,<50/,AM/AFD/JF1/SF/SM/AFD/I1/,AM/AFD/JF1/SF/SM/AFD/I1/,I/,Y/,LUCY PRETTY FAR AWAY MAYBE >150/,371124.1945,9930850.741,,,,,,,371124.1945,9930850.741,,
08/06/14 GPS PP12 16:45,,,LM,,8/6/2014 16:45,8/6/2014,August,2014,16:45,,,,,,,,DIG/DLL/DLF/,,D/,Y/,,371343.2827,9930744.711,,,,,,,371343.2827,9930744.711,,
08/06/14 GPS PP10 17:00,OS19045,GPS PP10,KE,AV25096,8/6/2014 17:00,8/6/2014,August,2014,17:00,,NA,PUMA 2-50,,FORAGING/,<50/,<50/,AM/AFD/JF1/SF/SM/AFD/I1/,AM/AFD/JF1/SF/SM/AFD/I1/,I/,Y/,LUCY PRETTY FAR AWAY MAYBE >150/,371156.3732,9930862.299,,,,,,,371156.3732,9930862.299,,
08/06/14 GPS PP12 17:00,,,LM,,8/6/2014 17:00,8/6/2014,August,2014,17:00,,,,,,,,DIG/DLL/DLF/,,D/,Y/,,371349.0933,9930741.897,,,,,,,371349.0933,9930741.897,,
08/06/14 GPS PP10 17:15,OS19045,GPS PP10,KE,AV25096,8/6/2014 17:15,8/6/2014,August,2014,17:15,,NA,GPS PP10 17:15,NR,FORAGING/,<50/,<50/,AM/AFD/JF1/SF/SM/AFD/I1/,AM/AFD/JF1/SF/SM/AFD/I1/,I/,Y/,LUCY PRETTY FAR AWAY MAYBE >150/,371183.8942,9930907.448,,,,,,,371183.8942,9930907.448,,
08/06/14 GPS PP12 17:15,,,LM,,8/6/2014 17:15,8/6/2014,August,2014,17:15,,,,,,,,DIG/DLL/DLF/,,D/,Y/,,371333.6287,9930741.18,,,,,,,371333.6287,9930741.18,,
08/06/14 GPS PP10 17:30,OS19045,GPS PP10,KE,AV25096,8/6/2014 17:30,8/6/2014,August,2014,17:30,,NA,LL-13-070,NR,FORAGING/,<50/,<50/,AM/AFD/JF1/SF/SM/AFD/I1/,AM/AFD/JF1/SF/SM/AFD/I1/,I/,Y/,LUCY PRETTY FAR AWAY MAYBE >150/,371177.8852,9930935.766,,,,,,,371177.8852,9930935.766,,
08/06/14 GPS PP12 17:30,,,LM,,8/6/2014 17:30,8/6/2014,August,2014,17:30,,,,,,,,DIG/DLL/DLF/,,D/,Y/,,371317.5554,9930722.544,,,,,,,371317.5554,9930722.544,,
08/06/14 GPS PP10 17:45,OS19045,GPS PP10,KE,AV25096,8/6/2014 17:45,8/6/2014,August,2014,17:45,,NA,GPS PP10 17:45,NR,RESTING/,<25/,<25/,AM/AFD/JF1/SF/SM/AFD/I1/,AM/AFD/JF1/SF/SM/AFD/I1/,I/,Y/,LUCY PRETTY FAR AWAY MAYBE >150/,371168.0078,9930950.811,,,,,,,371168.0078,9930950.811,,
08/06/14 GPS PP12 17:45,,,LM,,8/6/2014 17:45,8/6/2014,August,2014,17:45,,,,,,,,DIG/DLL/DLF/,,D/,Y/,,371312.3359,9930716.988,,,,,,,371312.3359,9930716.988,,
08/06/14 GPS PP10 18:00,OS19045,GPS PP10,KE,AV25096,8/6/2014 18:00,8/6/2014,August,2014,18:00,,NA,GPS PP10 18:00,NR,RESTING/,<25/,<25/,AM/AFD/JF1/SF/SM/AFD/I1/,AM/AFD/JF1/SF/SM/AFD/I1/,I/,Y/,LUCY PRETTY FAR AWAY MAYBE >150/,371195.4655,9930923.615,,,,,,,371195.4655,9930923.615,,
08/06/14 GPS PP12 18:00,,,LM,,8/6/2014 18:00,8/6/2014,August,2014,18:00,,,,,,,,DIG/DLL/DLF/,,D/,Y/,,371310.1312,9930713.958,,,,,,,371310.1312,9930713.958,,
08/07/14 GPS PP10 6:30,OS19046,GPS PP10,KE,AV25097,8/7/2014 6:30,8/7/2014,August,2014,6:30,,NA,GPS PP10 6:30,NR,RESTING/,<50/,<50/,AM/AFD/I1/AFD/JF1/AFD/JF2/SM/,AM/AFD/JF1/SF/SM/AFD/I1/,I/,Y/,CHECK ROBYNS COMP WE WERE FOLLOWING GROUP I,371165.4293,9930926.104,,,,,,,371165.4293,9930926.104,,
08/07/14 GPS PP11 7:00,OS19445,GPS PP11,RR,AV25705,8/7/2014 7:00,8/7/2014,August,2014,7:00,20,85,LL-14-070,,RESTING/,<25/,<25/,AM/AFD/I1/AFD/JF1/AFD/JF2/SM/,,I/,Y/,,371191.6327,9930918.767,,,,,,,371191.6327,9930918.767,,
08/07/14 GPS PP11 7:15,OS19445,GPS PP11,RR,AV25705,8/7/2014 7:15,8/7/2014,August,2014,7:15,,NA,GPSPP11,,RESTING/MOVING/,<25/,<25/,AM/AFD/I1/AFD/JF1/AFD/JF2/SM/,,I/,Y/,,371185.4599,9930927.925,,,,,,,371185.4599,9930927.925,,
08/07/14 GPS PP12 7:30,,GPS PP12,LM,AV25393,8/7/2014 7:30,8/7/2014,August,2014,7:30,,NA,GPS PP12 07:30,5,RESTING/,<25,<100,DIG/DLL/DLF/,,D/,Y/,"could hear crashing nearby, there was at least a third member",371325.0172,9930705.446,,,,,,,371325.0172,9930705.446,,
08/07/14 GPS PP11 7:30,OS19445,GPS PP11,RR,AV25705,8/7/2014 7:30,8/7/2014,August,2014,7:30,,NA,LL-14-075,,FORAGING/,<25/,<25/,AM/AFD/I1/AFD/JF1/AFD/JF2/SM/,,I/,Y/,,371204.9212,9930885.526,,,,,,,371204.9212,9930885.526,,
08/07/14 GPS PP12 7:45,,GPS PP12,LM,AV25393,8/7/2014 7:45,8/7/2014,August,2014,7:45,,NA,GPS PP12 07:45,6,RESTING/,<25,<100,DIG/DLL/DLF/,,D/,Y/,,371350.5696,9930716.955,,,,,,,371350.5696,9930716.955,,
08/07/14 GPS PP11 7:45,OS19445,GPS PP11,RR,AV25705,8/7/2014 7:45,8/7/2014,August,2014,7:45,,NA,LL-14-075,,FORAGING/,<25/,<25/,AM/AFD/I1/AFD/JF1/AFD/JF2/SM/,,I/,Y/,,371212.692,9930894.901,,,,,,,371212.692,9930894.901,,
08/07/14 GPS PP12 8:00,,GPS PP12,LM,AV25393,8/7/2014 8:00,8/7/2014,August,2014,8:00,,NA,GPS PP12 08:00,8,MOVING/,<25,<100,DIG/DLL/DLF/DAS/,,D/,Y/,,371379.0006,9930745.685,,,,,,,371379.0006,9930745.685,,
08/07/14 GPS PP11 8:00,OS19445,GPS PP11,RR,AV25705,8/7/2014 8:00,8/7/2014,August,2014,8:00,,NA,GPSPP11,,FORAING/RESTING/,<25/,<25/,AM/AFD/I1/AFD/JF1/AFD/JF2/SM/,,I/,Y/,,371212.9103,9930867.09,,,,,,,371212.9103,9930867.09,,
08/07/14 GPS PP12 8:15,,GPS PP12,LM,AV25393,8/7/2014 8:15,8/7/2014,August,2014,8:15,,NA,HARPIA 2900,,MOVING/,<50,UNK,DIG/DLL/DLF/DAS/,,D/,Y/,,371446.7951,9930762.56,,,,,,,371446.7951,9930762.56,,
08/07/14 GPS PP11 8:15,OS19445,GPS PP11,RR,AV25705,8/7/2014 8:15,8/7/2014,August,2014,8:15,12,190,LL-14-075,,MOVING/FORAGING/,<25/,<25/,AM/AFD/I1/AFD/JF1/AFD/JF2/SM/,,I/,Y/,,371210.2568,9930865.174,,,,,,,371210.2568,9930865.174,,
08/07/14 GPS PP12 8:30,,GPS PP12,LM,AV25393,8/7/2014 8:30,8/7/2014,August,2014,8:30,,NA,GPS PP12 08:30,8,MOVING/,<25,,DIG/DLL/DLF/DAS/,,D/,Y/,,371500.8137,9930819.501,,,,,,,371500.8137,9930819.501,,
08/07/14 GPS PP11 8:30,OS19445,GPS PP11,RR,AV25705,8/7/2014 8:30,8/7/2014,August,2014,8:30,,NA,PUMA PLOT 2.5 0 M,,MOVING/RESTING/,<50/,<50/,AM/AFD/I1/AFD/JF1/AFD/JF2/SM/,,I/,Y/,,371179.6352,9930861.154,,,,,,,371179.6352,9930861.154,,
08/07/14 GPS PP12 8:45,,GPS PP12,LM,AV25393,8/7/2014 8:45,8/7/2014,August,2014,8:45,,NA,GPS PP12 08:45,7,MOVING/,<25,>100,DIG/DLL/DLF/DAS/,,D/,Y/,,371499.0381,9930833.97,,,,,,,371499.0381,9930833.97,,
08/07/14 GPS PP11 8:45,OS19445,GPS PP11,RR,AV25705,8/7/2014 8:45,8/7/2014,August,2014,8:45,,NA,PUMA PLOT 2.5 0 M,,MOVING/RESTING/,<50/,<50/,AM/AFD/I1/AFD/JF1/AFD/JF2/SM/,,I/,Y/,,371205.2685,9930844.191,,,,,,,371205.2685,9930844.191,,
08/07/14 GPS PP12 9:00,,GPS PP12,LM,AV25393,8/7/2014 9:00,8/7/2014,August,2014,9:00,,NA,GPS PP12 09:00,7,MOVING/,<25,,DIG/DLL/DLF/DAS/,,D/,Y/,,371508.0317,9930843.285,,,,,,,371508.0317,9930843.285,,
08/07/14 GPS PP11 9:00,OS19445,GPS PP11,RR,AV25705,8/7/2014 9:00,8/7/2014,August,2014,9:00,,NA,PUMA PLOT 2 50 M,,MOVING/,<50/,<50/,AM/AFD/I1/AFD/JF1/AFD/JF2/SM/,,I/,Y/,,371179.0483,9930857.517,,,,,,,371179.0483,9930857.517,,
08/07/14 GPS PP12 9:15,,GPS PP12,LM,AV25393,8/7/2014 9:15,8/7/2014,August,2014,9:15,,NA,GPS PP12 09:15,8,FORAGING/,<25,,DIG/DLL/DLF/DAS/,,D/,Y/,,371511.7651,9930862.215,,,,,,,371511.7651,9930862.215,,
08/07/14 GPS PP11 9:15,OS19445,GPS PP11,RR,AV25705,8/7/2014 9:15,8/7/2014,August,2014,9:15,,NA,GPSPP11,,MOVING/FORAGING/,<50/,<50/,AM/AFD/I1/AFD/JF1/AFD/JF2/SM/,,I/,Y/,,371105.1092,9930817.231,,,,,,,371105.1092,9930817.231,,
08/07/14 GPS PP12 9:30,,GPS PP12,LM,AV25393,8/7/2014 9:30,8/7/2014,August,2014,9:30,,NA,LL-14-054,,FORAGING/,<25,,DIG/DLL/DLF/DAS/,,D/,Y/,,371512.1061,9930859.55,,,,,,,371512.1061,9930859.55,,
08/07/14 GPS PP11 9:30,OS19445,GPS PP11,RR,AV25705,8/7/2014 9:30,8/7/2014,August,2014,9:30,,NA,LL-08-394,,FORAGING/,<25/,<25/,AM/AFD/I1/AFD/JF1/AFD/JF2/SM/,,I/,Y/,,371029.3552,9930811.096,,,,,,,371029.3552,9930811.096,,
08/07/14 GPS PP12 9:45,,GPS PP12,LM,AV25393,8/7/2014 9:45,8/7/2014,August,2014,9:45,,NA,LL-14-054,,RESTING/,<25,,DIG/DLL/DLF/DAS/,,D/,Y/,"adult male has just appeared,maybe was here all along",371510.9009,9930868.195,,,,,,,371510.9009,9930868.195,,
