"","ID","Centrality"
"1","PAL",0.756527006072844
"2","PTC",0.89477922768993
"3","PRL",0.851605668325177
"4","PEN",0.880848201312832
"5","PHO",0.835335952105792
"6","PHY",0.921816084634618
"7","PIP",0.901853420116562
"8","PTU",0.85957196780347
"9","FIN",1
"10","PRC",0.405134135741119
"11","PIT",0.582545700391025
"12","PRY",0.965213350730651
"13","PAD",0.759012578247798
"14","POD",0.156881165138662
"15","PET",0.911425413542547
